,text
5301,"<|endoftext|>Miley bought two cellphones for her parents. Each cellphone costs $800 but, since she is buying two units, she will receive a 5% discount for the total cost. How much did Miley pay?: Two cellphones cost $800 x 2 = $<<800*2=1600>>1600.
The 5% discount amounts to $1600 x 5/100 = $<<1600*5/100=80>>80.
So Miley paid $1600 - $80 = $<<1600-80=1520>>1520.
#### 1520<|endoftext|>"
5302,"<|endoftext|>Jordan decides to start an exercise program when he weighs 250 pounds.  For the first 4 weeks, he loses 3 pounds a week.  After that, he loses 2 pounds a week for 8 weeks.  How much does Jordan now weigh?: He loses 3 pounds a week for 4 weeks for a total of 3*4= <<3*4=12>>12 pounds
He loses 2 pounds a week for 8 weeks for a total of 2*8 = <<2*8=16>>16 pounds
All total he has lost 12+16 = <<12+16=28>>28 pounds
Jordan weighed 250 pounds and has lost 28 pounds so he now weighs 250-28 = <<250-28=222>>222 pounds
#### 222<|endoftext|>"
5303,"<|endoftext|>Iris has a berry farm. Her brother and sister help her to pick up the berries and sell them to the market. Iris picked 30 blueberries, her sister picked 20 cranberries, and her brother was able to pick 10 raspberries. If 1/3 of the total berries they were able to pick are rotten and the remaining 1/2 of the fresh berries need to be kept, how many berries will they be able to sell?: Iris and his brother and sister were able to pick a total of 30 + 20 + 10 = <<30+20+10=60>>60 berries.
The rotten berries that needed to be thrown away are (1/3) x 60 = <<(1/3)*60=20>>20.
So, the total number of fresh berries is 60 - 20 = <<60-20=40>>40.
The berries they need to keep are (1/2) x 40 = <<(1/2)*40=20>>20.
Therefore, the total number of berries they will be able to sell is 40 - 20 = <<40-20=20>>20.
#### 20<|endoftext|>"
5304,"<|endoftext|>Ten more than twice the number of birds on the fence is 50. How many birds are on the fence?: Let x be the number of birds on the fence. We know that 10 + 2*x = 50.
Subtracting 10 from both sides, we get 2*x = 50 - 10 = 40
Dividing both sides by 2, we get x = 20
#### 20<|endoftext|>"
5305,"<|endoftext|>Gracie was 7 inches shorter than Grayson. Grayson was 2 inches taller than Griffin. Griffin is 61 inches tall. How many inches tall is Gracie?: Grayson = 61 + 2 = <<61+2=63>>63 inches
Gracie = 63 - 7 = <<63-7=56>>56 inches
Gracie is 56 inches tall.
#### 56<|endoftext|>"
5306,"<|endoftext|>Brad wanted to set up a lemonade stand to earn some money.  Every gallon of lemonade would yield 16 glasses.  He figured it would cost him $3.50 to make every gallon of lemonade.  He made 2 gallons to sell and decided he would sell each glass for $1.00  He drank 5 glasses while sitting in his stand.  He sold all but 6 glasses of lemonade.  How much net profit did Brad earn?: He made 2 gallons and each gallon had 16 glasses so 2*16 = <<2*16=32>>32 glasses
He drank 5 glasses and had 6 left over which means he would not earn money on 5+6 = <<5+6=11>>11 glasses
The total revenue would come from 32-11 = <<32-11=21>>21 glasses
Each gallon cost $3.50 to make so the total cost was 2*3.50 = $<<2*3.50=7.00>>7.00
He sold 21 glasses at $1.00 per glass for a total of 1*21 = $<<21*1=21.00>>21.00
When you take his earnings of $21.00 and subtract the cost of $7.00 his total net profit was 21-7 = $<<21-7=14.00>>14.00
#### 14<|endoftext|>"
5307,"<|endoftext|>Jay bought a book for $25, a pen for $4, and a ruler for $1. He paid with a fifty-dollar bill. How much change, in dollars, did Jay get?: Jay spent 25+4+1=<<25+4+1=30>>30 dollars.
He received 50-30=<<50-30=20>>20 dollars in change.
#### 20<|endoftext|>"
5308,"<|endoftext|>On national lipstick day, half of the students who attended class wore colored lipstick.  Of those students who wore lipstick, one quarter wore red lipstick.  There were one-fifth as many students wearing blue lipstick as were wearing red lipstick.  If 200 students attended school that day, how many wore blue lipstick?: Of 200 students who attended class, half wore colored lipstick, or 200/2=<<200/2=100>>100 students wore colored lipstick.
Of those students who wore lipstick, one quarter wore red lipstick, or 100/4=<<100/4=25>>25 students wore red lipstick.
Since there were one-fifth as many students wearing blue lipstick as were wearing red lipstick, then 25/5=<<25/5=5>>5 students wore blue lipstick.
#### 5<|endoftext|>"
5309,"<|endoftext|>TJ ran a 10K race last Saturday. He ran the first half in 20 minutes. He completed the second half in 30 minutes. What was his average time per kilometer?: He ran the 10 kilometers in a total of 20 + 30 = <<20+30=50>>50 minutes.
Therefore, he ran at a pace of 50 minutes / 10 kilometers = <<50/10=5>>5 minutes per kilometer.
#### 5<|endoftext|>"
5310,"<|endoftext|>Last week, Tony went to a toy store and bought $250 a set of Lego blocks, a $120 worth toy sword, and a $35 play dough. He bought 3 sets of lego, 7 toy swords, and 10 play doughs. How much did Tony pay in total?: The total cost for the legos are 3 x $250 = $<<3*250=750>>750.
The total cost for the toy swords is 7 x $120 = $<<7*120=840>>840.
The total cost for the play doughs is 10 x $35 = $<<10*35=350>>350.
Therefore the total cost for everything is $750 + $840 + $350 = $<<750+840+350=1940>>1940.
#### 1940<|endoftext|>"
5311,"<|endoftext|>A baseball team has averaged 15 hits per game over their first 5 games. There are 11 players on the team. Their best player has 25 total hits. If the other players continue their average over the next 6 games, how many hits will each player average across the 6 games in total?: The best player averages 5 hits a game because 25 / 5 = <<25/5=5>>5
The rest of the team averages 10 hits a game because 15 - 5 = <<15-5=10>>10
The rest of the players average 1 hit a game because 10 / 10 = <<10/10=1>>1
They will average 6 hits per player over the next 6 games because 6 x 1 = <<6*1=6>>6
#### 6<|endoftext|>"
5312,"<|endoftext|>Tim hires two bodyguards.  They each charge $20 an hour.  He hires them for 8 hour per day.  How much does he pay them in a week if he hires them 7 days a week?: It cost him 20*2=$<<20*2=40>>40 an hour for both of them
That means he pays 40*8=$<<40*8=320>>320 a day
So he pays 320*7=$<<320*7=2240>>2240 a week
#### 2240<|endoftext|>"
5313,"<|endoftext|>A pelican caught 13 fish and a kingfisher caught 7 more fish than the pelican. If a fisherman caught 3 times the total amount of fish the pelican and kingfisher caught, how many more fish did the fisherman catch than the pelican?: The kingfisher caught 13 + 7 = <<13+7=20>>20 fish.
The pelican and kingfisher caught 13 + 20 = <<13+20=33>>33 fish
The fisherman caught 3 x 33 = <<3*33=99>>99 fish
The fisherman caught 99 - 13 = <<99-13=86>>86 more fish than the pelican.
#### 86<|endoftext|>"
5314,"<|endoftext|>Kendy made 2 online bank transactions. She transferred $60 to her mom and half that amount to her sister. As a result, her account now has $100 left in it. How much money was in the account before the transfer?: Kendy transferred $60 x 1/2 = $<<60*1/2=30>>30 to her sister.
So, She transferred a total of $60 + $30 = $<<60+30=90>>90.
Therefore, Kendy has $100 + $90 = $<<100+90=190>>190 in the account before the transfer.
#### 190<|endoftext|>"
5315,"<|endoftext|>Mr. Johnson is organizing the school Christmas play and needs 50 volunteers to help with decorating the auditorium. 5 students from each of the school’s 6 math classes have volunteered to help. 13 teachers have also volunteered to help. How many more volunteers will Mr. Johnson need?: Since 5 students from each of the 6 math classes have volunteered, there are 5*6= <<5*6=30>>30 total student volunteers.
In addition to the 30 student volunteers, 13 teachers have also volunteered so there are 30+13= <<30+13=43>>43 total volunteers.
Mr. Johnson needs 50 volunteers and currently has 43 volunteers, so he needs 50-43= <<50-43=7>>7 more volunteers.
#### 7<|endoftext|>"
5316,"<|endoftext|>Carla's teacher tells her that she needs to collect 30 leaves and 20 bugs for a project that's due in 10 days. How many items does Carla need to collect each day if she always wants to collect the same daily amount?: First find the total number of items Carla needs to find by adding the number of leaves to the number of bugs: 30 leaves + 20 bugs = <<30+20=50>>50 items
Now divide the total number of items by the number of days Carla has to do her assignment to find the daily collection amount: 50 items / 10 days = <<50/10=5>>5 items/day
#### 5<|endoftext|>"
5317,"<|endoftext|>It rained twice as much on Tuesday as Monday.  On Monday it rained 3 inches more than Sunday.  It rained 4 inches on Sunday.  How much total rainfall was there over the 3 days?: It rained 3+4=<<3+4=7>>7 inches on Monday
So it rained 7*2=<<7*2=14>>14 inches on Tuesday
That means the total rainfall was 7+14+4=<<7+14+4=25>>25 inches
#### 25<|endoftext|>"
5318,"<|endoftext|>A movie ticket for an adult costs $8, and a child's ticket costs $3. One adult is taking a group of children to the movies. She has $35. How many children can she take with her to the movies?: Let X be the number of children the adult can take with her. She has $35, so she could buy one ticket for her and the rest for the children.
So she has $35 - $8 = $<<35-8=27>>27 left for children.
She could take $27 / $3/child = <<27/3=9>>9 children with her.
#### 9<|endoftext|>"
5319,"<|endoftext|>The price of two kilograms of sugar and five kilograms of salt is $5.50. If a kilogram of sugar costs $1.50, then how much is the price of three kilograms of sugar and a kilogram of salt?: Two kilograms of sugar is priced at $1.50 x 2 = $<<2*1.5=3>>3.
Three kilograms of sugar is priced at $1.50 x 3 = $<<3*1.5=4.50>>4.50.
So five kilograms of salt is priced at $5.50 - $3 = $2.50.
Thus, a kilogram of salt is priced at $2.50/5 = $<<2.5/5=0.50>>0.50.
Hence, three kilograms of sugar and a kilogram of salt.s price is $4.50 + $0.50 = $5.
#### 5<|endoftext|>"
5320,"<|endoftext|>Mary has 400 sheep on her farm. She gave a quarter of her sheep to her sister, and half of the remaining sheep to her brother. How many sheep remain with Mary?: Mary gives 1/4 * 400 = <<400*1/4=100>>100 sheep to her sister.
She now has 400 - 100 = <<400-100=300>>300 sheep remaining.
She then gives 1/2 * 300 = <<300/2=150>>150 sheep to her brother.
So 300 - 150 = <<300-150=150>>150 sheep remain.
#### 150<|endoftext|>"
5321,"<|endoftext|>Joel is picking peppers from his garden. He picks 7 on Sunday, 12 on Monday, 14 on Tuesday, 12 on Wednesday, 5 on Thursday, 18 on Friday and 12 on Saturday. He knows that in his garden 20% of the peppers are hot and the rest are not. How many non-hot peppers did he pick?: He picked 80 peppers because 7 + 12 + 14 + 12 + 5 + 18 + 12 = <<7+12+14+12+5+18+12=80>>80
80% of the peppers are not hot because 100 - 20 = <<100-20=80>>80
He picked 64 non-hot peppers because 80 x .8 = <<80*.8=64>>64
#### 64<|endoftext|>"
5322,"<|endoftext|>A zoo has 8 parrots. It 3 times the number of snakes than parrots and 2 times the number of monkeys than snakes. The number of elephants is half the number of parrots and snakes added up, and there are 3 fewer zebras than elephants. What is the difference in number between the zebras and the monkeys?: The zoo has 8 x 3 = <<8*3=24>>24 snakes.
It has 24 x 2 = <<24*2=48>>48 monkeys.
The number of parrots and snakes added up is 8 + 24 = <<8+24=32>>32
There are 32/2 = <<32/2=16>>16 elephants.
There are 16 - 3 = <<16-3=13>>13 zebras.
The difference between zebras and monkeys is 48 - 13 = <<48-13=35>>35
#### 35<|endoftext|>"
5323,"<|endoftext|>Randy, Peter, and Quincy all drew pictures. Peter drew 8 pictures. Quincy drew 20 more pictures than Peter. If they drew 41 pictures altogether, how many did Randy draw?: Quincy drew 20+8 = <<20+8=28>>28 pictures.
Quincy and Peter drew 28+8 = <<28+8=36>>36 pictures in total.
Randy drew 41-36 = <<41-36=5>>5 pictures.
#### 5<|endoftext|>"
5324,"<|endoftext|>There are three times as many girls as boys in the Biology class. The Physics class has 200 students. If the Biology class has half as many students as the Physics class, how many boys are in the Biology class?: The Biology class has 200/2=<<200/2=100>>100 students.
The boys in the Biology class are 1/4*100=<<1/4*100=25>>25 students.
#### 25<|endoftext|>"
5325,"<|endoftext|>Carmen needs $7 more to have twice the amount of money that Jethro has. Meanwhile, Patricia has $60, which is 3 times as much as Jethro. What is the sum of all their money?: Jethro has 60/3 = $<<60/3=20>>20.
Twice of what Jethro has is $20 x 2 = $40
Carmen has $40 - 7 = $<<40-7=33>>33
The sum of all their money is $60 + $20 + $33 = $<<60+20+33=113>>113
#### 113<|endoftext|>"
5326,"<|endoftext|>Robbie weighs 100 pounds. Patty was 4.5 times as heavy as Robbie, but she has since lost 235 pounds by working out. How many more pounds does Patty weigh than Robbie now?: Patty used to weigh 100*4.5 = <<100*4.5=450>>450 pounds.
Patty weighs 450-235 = <<450-235=215>>215 pounds after working out.
Patty weighs 215-100 = <<215-100=115>>115 more pounds than Robbie.
#### 115<|endoftext|>"
